,,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
,22,0.83,0.398,0.632,0.733,0.844,0.21,0.107,0.214,0.334,,0.741,0.423,0.308,0.019,0.474,0.561,0.473,-0.022,0.102,0.184,0.051,-0.231,-0.22,-0.273,-0.22,-0.126,-0.321,-0.608,-0.762,-0.719,-0.639,-0.559,-1.077,-0.673,-0.888,-0.806,-0.514,-0.785,-1.258,-1.052,-0.981,-0.948,-0.808,-0.664,-0.81,-0.628,-1.315,
,23,0.859,0.413,0.571,0.69,0.822,0.229,0.082,0.193,0.356,,0.759,0.407,0.323,0.014,0.461,0.515,0.459,-0.003,0.113,0.186,0.071,-0.197,-0.255,-0.234,-0.258,-0.116,-0.321,-0.633,-0.716,-0.676,-0.636,-0.585,-1.06,-0.64,-0.917,-0.812,-0.514,-0.807,-1.319,-1.104,-0.984,-0.917,-0.798,-0.609,-0.793,-0.582,-1.264,
,24,0.872,0.423,0.537,0.664,0.803,0.211,0.033,0.233,0.377,,0.755,0.398,0.328,0.012,0.427,0.458,0.451,0.005,0.146,0.198,0.108,-0.17,-0.274,-0.207,-0.279,-0.103,-0.322,-0.654,-0.689,-0.624,-0.64,-0.599,-1.038,-0.614,-0.891,-0.834,-0.503,-0.82,-1.373,-1.135,-1.011,-0.888,-0.808,-0.545,-0.802,-0.548,-1.243,
,25,0.877,0.422,0.515,0.655,0.754,0.194,0.003,0.272,0.356,,0.76,0.386,0.312,0.033,0.385,0.406,0.436,-0.006,0.18,0.208,0.131,-0.093,-0.3,-0.163,-0.276,-0.074,-0.363,-0.649,-0.687,-0.607,-0.626,-0.608,-1.024,-0.6,-0.866,-0.827,-0.486,-0.801,-1.414,-1.161,-1.02,-0.868,-0.826,-0.508,-0.829,-0.503,-1.242,
,26,0.904,0.45,0.534,0.622,0.754,0.214,-0.01,0.291,0.359,,0.75,0.374,0.264,0.073,0.357,0.392,0.426,-0.021,0.189,0.23,0.149,-0.061,-0.319,-0.133,-0.262,-0.071,-0.418,-0.631,-0.692,-0.605,-0.576,-0.609,-1.034,-0.62,-0.843,-0.812,-0.469,-0.804,-1.415,-1.158,-1.048,-0.837,-0.852,-0.505,-0.851,-0.479,-1.265,
,27,0.91,0.483,0.529,0.579,0.768,0.211,-0.029,0.329,0.341,,0.733,0.37,0.203,0.117,0.325,0.392,0.43,-0.026,0.196,0.25,0.148,-0.041,-0.305,-0.105,-0.213,-0.089,-0.461,-0.607,-0.678,-0.595,-0.587,-0.608,-1.048,-0.641,-0.809,-0.801,-0.46,-0.789,-1.368,-1.16,-1.082,-0.803,-0.875,-0.5,-0.898,-0.485,-1.296,
,28,0.919,0.53,0.584,0.579,0.734,0.196,-0.048,0.25,0.325,,0.7,0.38,0.129,0.167,0.313,0.409,0.433,-0.003,0.184,0.288,0.159,-0.052,-0.289,-0.079,-0.176,-0.101,-0.479,-0.579,-0.666,-0.586,-0.574,-0.567,-1.06,-0.649,-0.738,-0.752,-0.455,-0.757,-1.255,-1.159,-1.113,-0.784,-0.88,-0.502,-0.931,-0.485,-1.309,
,29,0.938,0.571,0.64,0.587,0.717,0.24,-0.042,0.217,0.342,,0.674,0.367,0.053,0.249,0.307,0.428,0.441,0.024,0.155,0.298,0.15,-0.083,-0.277,-0.073,-0.159,-0.126,-0.516,-0.548,-0.653,-0.591,-0.568,-0.524,-1.079,-0.623,-0.714,-0.708,-0.482,-0.747,-1.163,-1.182,-1.099,-0.767,-0.892,-0.516,-0.946,-0.482,-1.31,
,30,0.956,0.556,0.602,0.555,0.676,0.273,-0.042,0.19,0.349,,0.649,0.361,-0.02,0.293,0.317,0.426,0.463,0.057,0.13,0.326,0.158,-0.155,-0.26,-0.092,-0.125,-0.16,-0.51,-0.536,-0.615,-0.577,-0.581,-0.489,-1.07,-0.585,-0.69,-0.701,-0.513,-0.759,-1.085,-1.214,-1.079,-0.744,-0.908,-0.511,-0.953,-0.484,-1.291,
,31,0.962,0.569,0.605,0.575,0.624,0.282,0.032,0.109,0.393,,0.626,0.386,-0.072,0.311,0.318,0.405,0.478,0.084,0.097,0.335,0.158,-0.213,-0.222,-0.094,-0.106,-0.185,-0.51,-0.538,-0.581,-0.561,-0.601,-0.492,-1.039,-0.527,-0.675,-0.709,-0.544,-0.783,-1.033,-1.243,-1.05,-0.735,-0.921,-0.493,-0.97,-0.501,-1.262,
